scene_id,scene_key,dataset,split,source_group,eligible_frame_count,frame_count,scene_root
bridgedata_v2__train_00180__traj_0008,bridgedata_v2/train_00180/traj_0008,bridgedata_v2,train,bridgedata_v2:train_00180,46,46,data/processed/bridgedata_v2/train_00180/traj_0008
bridgedata_v2__train_00182__traj_0003,bridgedata_v2/train_00182/traj_0003,bridgedata_v2,train,bridgedata_v2:train_00182,21,21,data/processed/bridgedata_v2/train_00182/traj_0003
bridgedata_v2__train_00182__traj_0012,bridgedata_v2/train_00182/traj_0012,bridgedata_v2,train,bridgedata_v2:train_00182,49,49,data/processed/bridgedata_v2/train_00182/traj_0012
bridgedata_v2__train_00186__traj_0027,bridgedata_v2/train_00186/traj_0027,bridgedata_v2,train,bridgedata_v2:train_00186,35,35,data/processed/bridgedata_v2/train_00186/traj_0027
bridgedata_v2__train_00188__traj_0011,bridgedata_v2/train_00188/traj_0011,bridgedata_v2,train,bridgedata_v2:train_00188,32,32,data/processed/bridgedata_v2/train_00188/traj_0011
bridgedata_v2__train_00190__traj_0018,bridgedata_v2/train_00190/traj_0018,bridgedata_v2,train,bridgedata_v2:train_00190,37,37,data/processed/bridgedata_v2/train_00190/traj_0018
bridgedata_v2__train_00191__traj_0007,bridgedata_v2/train_00191/traj_0007,bridgedata_v2,train,bridgedata_v2:train_00191,39,39,data/processed/bridgedata_v2/train_00191/traj_0007
bridgedata_v2__train_00193__traj_0012,bridgedata_v2/train_00193/traj_0012,bridgedata_v2,train,bridgedata_v2:train_00193,24,24,data/processed/bridgedata_v2/train_00193/traj_0012
bridgedata_v2__train_00194__traj_0005,bridgedata_v2/train_00194/traj_0005,bridgedata_v2,train,bridgedata_v2:train_00194,48,48,data/processed/bridgedata_v2/train_00194/traj_0005
bridgedata_v2__train_00200__traj_0008,bridgedata_v2/train_00200/traj_0008,bridgedata_v2,train,bridgedata_v2:train_00200,29,29,data/processed/bridgedata_v2/train_00200/traj_0008
bridgedata_v2__train_00200__traj_0019,bridgedata_v2/train_00200/traj_0019,bridgedata_v2,train,bridgedata_v2:train_00200,43,43,data/processed/bridgedata_v2/train_00200/traj_0019
bridgedata_v2__train_00201__traj_0003,bridgedata_v2/train_00201/traj_0003,bridgedata_v2,train,bridgedata_v2:train_00201,25,25,data/processed/bridgedata_v2/train_00201/traj_0003
bridgedata_v2__train_00203__traj_0003,bridgedata_v2/train_00203/traj_0003,bridgedata_v2,train,bridgedata_v2:train_00203,49,49,data/processed/bridgedata_v2/train_00203/traj_0003
bridgedata_v2__train_00203__traj_0006,bridgedata_v2/train_00203/traj_0006,bridgedata_v2,train,bridgedata_v2:train_00203,29,29,data/processed/bridgedata_v2/train_00203/traj_0006
bridgedata_v2__train_00204__traj_0018,bridgedata_v2/train_00204/traj_0018,bridgedata_v2,train,bridgedata_v2:train_00204,39,39,data/processed/bridgedata_v2/train_00204/traj_0018
bridgedata_v2__train_00207__traj_0001,bridgedata_v2/train_00207/traj_0001,bridgedata_v2,train,bridgedata_v2:train_00207,43,43,data/processed/bridgedata_v2/train_00207/traj_0001
bridgedata_v2__train_00210__traj_0008,bridgedata_v2/train_00210/traj_0008,bridgedata_v2,train,bridgedata_v2:train_00210,49,49,data/processed/bridgedata_v2/train_00210/traj_0008
bridgedata_v2__train_00212__traj_0005,bridgedata_v2/train_00212/traj_0005,bridgedata_v2,train,bridgedata_v2:train_00212,19,19,data/processed/bridgedata_v2/train_00212/traj_0005
bridgedata_v2__train_00213__traj_0011,bridgedata_v2/train_00213/traj_0011,bridgedata_v2,train,bridgedata_v2:train_00213,37,37,data/processed/bridgedata_v2/train_00213/traj_0011
bridgedata_v2__train_00217__traj_0017,bridgedata_v2/train_00217/traj_0017,bridgedata_v2,train,bridgedata_v2:train_00217,49,49,data/processed/bridgedata_v2/train_00217/traj_0017
bridgedata_v2__train_00218__traj_0020,bridgedata_v2/train_00218/traj_0020,bridgedata_v2,train,bridgedata_v2:train_00218,36,36,data/processed/bridgedata_v2/train_00218/traj_0020
bridgedata_v2__train_00219__traj_0011,bridgedata_v2/train_00219/traj_0011,bridgedata_v2,train,bridgedata_v2:train_00219,17,17,data/processed/bridgedata_v2/train_00219/traj_0011
bridgedata_v2__train_00219__traj_0021,bridgedata_v2/train_00219/traj_0021,bridgedata_v2,train,bridgedata_v2:train_00219,27,27,data/processed/bridgedata_v2/train_00219/traj_0021
bridgedata_v2__train_00220__traj_0017,bridgedata_v2/train_00220/traj_0017,bridgedata_v2,train,bridgedata_v2:train_00220,24,24,data/processed/bridgedata_v2/train_00220/traj_0017
bridgedata_v2__train_00221__traj_0017,bridgedata_v2/train_00221/traj_0017,bridgedata_v2,train,bridgedata_v2:train_00221,35,35,data/processed/bridgedata_v2/train_00221/traj_0017
bridgedata_v2__train_00222__traj_0006,bridgedata_v2/train_00222/traj_0006,bridgedata_v2,train,bridgedata_v2:train_00222,30,30,data/processed/bridgedata_v2/train_00222/traj_0006
bridgedata_v2__train_00222__traj_0007,bridgedata_v2/train_00222/traj_0007,bridgedata_v2,train,bridgedata_v2:train_00222,49,49,data/processed/bridgedata_v2/train_00222/traj_0007
bridgedata_v2__train_00223__traj_0011,bridgedata_v2/train_00223/traj_0011,bridgedata_v2,train,bridgedata_v2:train_00223,39,39,data/processed/bridgedata_v2/train_00223/traj_0011
bridgedata_v2__train_00228__traj_0009,bridgedata_v2/train_00228/traj_0009,bridgedata_v2,train,bridgedata_v2:train_00228,31,31,data/processed/bridgedata_v2/train_00228/traj_0009
bridgedata_v2__train_00230__traj_0004,bridgedata_v2/train_00230/traj_0004,bridgedata_v2,train,bridgedata_v2:train_00230,45,45,data/processed/bridgedata_v2/train_00230/traj_0004
bridgedata_v2__train_00231__traj_0006,bridgedata_v2/train_00231/traj_0006,bridgedata_v2,train,bridgedata_v2:train_00231,49,49,data/processed/bridgedata_v2/train_00231/traj_0006
bridgedata_v2__train_00232__traj_0006,bridgedata_v2/train_00232/traj_0006,bridgedata_v2,train,bridgedata_v2:train_00232,38,38,data/processed/bridgedata_v2/train_00232/traj_0006
bridgedata_v2__train_00234__traj_0021,bridgedata_v2/train_00234/traj_0021,bridgedata_v2,train,bridgedata_v2:train_00234,24,24,data/processed/bridgedata_v2/train_00234/traj_0021
bridgedata_v2__train_00235__traj_0022,bridgedata_v2/train_00235/traj_0022,bridgedata_v2,train,bridgedata_v2:train_00235,35,35,data/processed/bridgedata_v2/train_00235/traj_0022
bridgedata_v2__train_00235__traj_0023,bridgedata_v2/train_00235/traj_0023,bridgedata_v2,train,bridgedata_v2:train_00235,37,37,data/processed/bridgedata_v2/train_00235/traj_0023
bridgedata_v2__train_00236__traj_0001,bridgedata_v2/train_00236/traj_0001,bridgedata_v2,train,bridgedata_v2:train_00236,39,39,data/processed/bridgedata_v2/train_00236/traj_0001
bridgedata_v2__train_00237__traj_0027,bridgedata_v2/train_00237/traj_0027,bridgedata_v2,train,bridgedata_v2:train_00237,29,29,data/processed/bridgedata_v2/train_00237/traj_0027
bridgedata_v2__train_00238__traj_0024,bridgedata_v2/train_00238/traj_0024,bridgedata_v2,train,bridgedata_v2:train_00238,29,29,data/processed/bridgedata_v2/train_00238/traj_0024
bridgedata_v2__train_00239__traj_0006,bridgedata_v2/train_00239/traj_0006,bridgedata_v2,train,bridgedata_v2:train_00239,37,37,data/processed/bridgedata_v2/train_00239/traj_0006
bridgedata_v2__train_00240__traj_0026,bridgedata_v2/train_00240/traj_0026,bridgedata_v2,train,bridgedata_v2:train_00240,19,19,data/processed/bridgedata_v2/train_00240/traj_0026
bridgedata_v2__train_00241__traj_0014,bridgedata_v2/train_00241/traj_0014,bridgedata_v2,train,bridgedata_v2:train_00241,23,23,data/processed/bridgedata_v2/train_00241/traj_0014
bridgedata_v2__train_00243__traj_0017,bridgedata_v2/train_00243/traj_0017,bridgedata_v2,train,bridgedata_v2:train_00243,39,39,data/processed/bridgedata_v2/train_00243/traj_0017
bridgedata_v2__train_00249__traj_0015,bridgedata_v2/train_00249/traj_0015,bridgedata_v2,train,bridgedata_v2:train_00249,23,23,data/processed/bridgedata_v2/train_00249/traj_0015
bridgedata_v2__train_00249__traj_0021,bridgedata_v2/train_00249/traj_0021,bridgedata_v2,train,bridgedata_v2:train_00249,30,30,data/processed/bridgedata_v2/train_00249/traj_0021
bridgedata_v2__train_00250__traj_0009,bridgedata_v2/train_00250/traj_0009,bridgedata_v2,train,bridgedata_v2:train_00250,35,35,data/processed/bridgedata_v2/train_00250/traj_0009
bridgedata_v2__train_00252__traj_0016,bridgedata_v2/train_00252/traj_0016,bridgedata_v2,train,bridgedata_v2:train_00252,33,33,data/processed/bridgedata_v2/train_00252/traj_0016
bridgedata_v2__train_00254__traj_0003,bridgedata_v2/train_00254/traj_0003,bridgedata_v2,train,bridgedata_v2:train_00254,36,36,data/processed/bridgedata_v2/train_00254/traj_0003
bridgedata_v2__train_00254__traj_0015,bridgedata_v2/train_00254/traj_0015,bridgedata_v2,train,bridgedata_v2:train_00254,19,19,data/processed/bridgedata_v2/train_00254/traj_0015
bridgedata_v2__train_00255__traj_0007,bridgedata_v2/train_00255/traj_0007,bridgedata_v2,train,bridgedata_v2:train_00255,39,39,data/processed/bridgedata_v2/train_00255/traj_0007
bridgedata_v2__train_00255__traj_0009,bridgedata_v2/train_00255/traj_0009,bridgedata_v2,train,bridgedata_v2:train_00255,36,36,data/processed/bridgedata_v2/train_00255/traj_0009
bridgedata_v2__train_00255__traj_0015,bridgedata_v2/train_00255/traj_0015,bridgedata_v2,train,bridgedata_v2:train_00255,39,39,data/processed/bridgedata_v2/train_00255/traj_0015
bridgedata_v2__train_00255__traj_0026,bridgedata_v2/train_00255/traj_0026,bridgedata_v2,train,bridgedata_v2:train_00255,37,37,data/processed/bridgedata_v2/train_00255/traj_0026
bridgedata_v2__train_00257__traj_0026,bridgedata_v2/train_00257/traj_0026,bridgedata_v2,train,bridgedata_v2:train_00257,29,29,data/processed/bridgedata_v2/train_00257/traj_0026
bridgedata_v2__train_00259__traj_0003,bridgedata_v2/train_00259/traj_0003,bridgedata_v2,train,bridgedata_v2:train_00259,49,49,data/processed/bridgedata_v2/train_00259/traj_0003
bridgedata_v2__train_00259__traj_0025,bridgedata_v2/train_00259/traj_0025,bridgedata_v2,train,bridgedata_v2:train_00259,39,39,data/processed/bridgedata_v2/train_00259/traj_0025
bridgedata_v2__train_00260__traj_0014,bridgedata_v2/train_00260/traj_0014,bridgedata_v2,train,bridgedata_v2:train_00260,27,27,data/processed/bridgedata_v2/train_00260/traj_0014
bridgedata_v2__train_00260__traj_0020,bridgedata_v2/train_00260/traj_0020,bridgedata_v2,train,bridgedata_v2:train_00260,24,24,data/processed/bridgedata_v2/train_00260/traj_0020
bridgedata_v2__train_00263__traj_0008,bridgedata_v2/train_00263/traj_0008,bridgedata_v2,train,bridgedata_v2:train_00263,24,24,data/processed/bridgedata_v2/train_00263/traj_0008
bridgedata_v2__train_00264__traj_0007,bridgedata_v2/train_00264/traj_0007,bridgedata_v2,train,bridgedata_v2:train_00264,44,44,data/processed/bridgedata_v2/train_00264/traj_0007
bridgedata_v2__train_00264__traj_0013,bridgedata_v2/train_00264/traj_0013,bridgedata_v2,train,bridgedata_v2:train_00264,33,33,data/processed/bridgedata_v2/train_00264/traj_0013
bridgedata_v2__train_00266__traj_0009,bridgedata_v2/train_00266/traj_0009,bridgedata_v2,train,bridgedata_v2:train_00266,31,31,data/processed/bridgedata_v2/train_00266/traj_0009
bridgedata_v2__train_00267__traj_0000,bridgedata_v2/train_00267/traj_0000,bridgedata_v2,train,bridgedata_v2:train_00267,20,20,data/processed/bridgedata_v2/train_00267/traj_0000
bridgedata_v2__train_00267__traj_0004,bridgedata_v2/train_00267/traj_0004,bridgedata_v2,train,bridgedata_v2:train_00267,20,20,data/processed/bridgedata_v2/train_00267/traj_0004
bridgedata_v2__train_00267__traj_0007,bridgedata_v2/train_00267/traj_0007,bridgedata_v2,train,bridgedata_v2:train_00267,49,49,data/processed/bridgedata_v2/train_00267/traj_0007
bridgedata_v2__train_00269__traj_0001,bridgedata_v2/train_00269/traj_0001,bridgedata_v2,train,bridgedata_v2:train_00269,46,46,data/processed/bridgedata_v2/train_00269/traj_0001
bridgedata_v2__train_00270__traj_0000,bridgedata_v2/train_00270/traj_0000,bridgedata_v2,train,bridgedata_v2:train_00270,19,19,data/processed/bridgedata_v2/train_00270/traj_0000
bridgedata_v2__train_00270__traj_0027,bridgedata_v2/train_00270/traj_0027,bridgedata_v2,train,bridgedata_v2:train_00270,24,24,data/processed/bridgedata_v2/train_00270/traj_0027
bridgedata_v2__train_00271__traj_0024,bridgedata_v2/train_00271/traj_0024,bridgedata_v2,train,bridgedata_v2:train_00271,25,25,data/processed/bridgedata_v2/train_00271/traj_0024
bridgedata_v2__train_00272__traj_0000,bridgedata_v2/train_00272/traj_0000,bridgedata_v2,train,bridgedata_v2:train_00272,31,31,data/processed/bridgedata_v2/train_00272/traj_0000
bridgedata_v2__train_00272__traj_0001,bridgedata_v2/train_00272/traj_0001,bridgedata_v2,train,bridgedata_v2:train_00272,37,37,data/processed/bridgedata_v2/train_00272/traj_0001
bridgedata_v2__train_00272__traj_0009,bridgedata_v2/train_00272/traj_0009,bridgedata_v2,train,bridgedata_v2:train_00272,24,24,data/processed/bridgedata_v2/train_00272/traj_0009
bridgedata_v2__train_00273__traj_0014,bridgedata_v2/train_00273/traj_0014,bridgedata_v2,train,bridgedata_v2:train_00273,43,43,data/processed/bridgedata_v2/train_00273/traj_0014
bridgedata_v2__train_00275__traj_0007,bridgedata_v2/train_00275/traj_0007,bridgedata_v2,train,bridgedata_v2:train_00275,39,39,data/processed/bridgedata_v2/train_00275/traj_0007
bridgedata_v2__train_00275__traj_0022,bridgedata_v2/train_00275/traj_0022,bridgedata_v2,train,bridgedata_v2:train_00275,42,42,data/processed/bridgedata_v2/train_00275/traj_0022
bridgedata_v2__train_00276__traj_0007,bridgedata_v2/train_00276/traj_0007,bridgedata_v2,train,bridgedata_v2:train_00276,38,38,data/processed/bridgedata_v2/train_00276/traj_0007
bridgedata_v2__train_00277__traj_0015,bridgedata_v2/train_00277/traj_0015,bridgedata_v2,train,bridgedata_v2:train_00277,33,33,data/processed/bridgedata_v2/train_00277/traj_0015
bridgedata_v2__train_00279__traj_0016,bridgedata_v2/train_00279/traj_0016,bridgedata_v2,train,bridgedata_v2:train_00279,48,48,data/processed/bridgedata_v2/train_00279/traj_0016
bridgedata_v2__train_00280__traj_0013,bridgedata_v2/train_00280/traj_0013,bridgedata_v2,train,bridgedata_v2:train_00280,17,17,data/processed/bridgedata_v2/train_00280/traj_0013
bridgedata_v2__train_00280__traj_0024,bridgedata_v2/train_00280/traj_0024,bridgedata_v2,train,bridgedata_v2:train_00280,36,36,data/processed/bridgedata_v2/train_00280/traj_0024
bridgedata_v2__train_00282__traj_0012,bridgedata_v2/train_00282/traj_0012,bridgedata_v2,train,bridgedata_v2:train_00282,38,38,data/processed/bridgedata_v2/train_00282/traj_0012
bridgedata_v2__train_00282__traj_0016,bridgedata_v2/train_00282/traj_0016,bridgedata_v2,train,bridgedata_v2:train_00282,19,19,data/processed/bridgedata_v2/train_00282/traj_0016
bridgedata_v2__train_00283__traj_0006,bridgedata_v2/train_00283/traj_0006,bridgedata_v2,train,bridgedata_v2:train_00283,20,20,data/processed/bridgedata_v2/train_00283/traj_0006
bridgedata_v2__train_00284__traj_0007,bridgedata_v2/train_00284/traj_0007,bridgedata_v2,train,bridgedata_v2:train_00284,31,31,data/processed/bridgedata_v2/train_00284/traj_0007
bridgedata_v2__train_00285__traj_0012,bridgedata_v2/train_00285/traj_0012,bridgedata_v2,train,bridgedata_v2:train_00285,38,38,data/processed/bridgedata_v2/train_00285/traj_0012
bridgedata_v2__train_00288__traj_0012,bridgedata_v2/train_00288/traj_0012,bridgedata_v2,train,bridgedata_v2:train_00288,39,39,data/processed/bridgedata_v2/train_00288/traj_0012
bridgedata_v2__train_00288__traj_0019,bridgedata_v2/train_00288/traj_0019,bridgedata_v2,train,bridgedata_v2:train_00288,30,30,data/processed/bridgedata_v2/train_00288/traj_0019
bridgedata_v2__train_00289__traj_0001,bridgedata_v2/train_00289/traj_0001,bridgedata_v2,train,bridgedata_v2:train_00289,46,46,data/processed/bridgedata_v2/train_00289/traj_0001
bridgedata_v2__train_00289__traj_0009,bridgedata_v2/train_00289/traj_0009,bridgedata_v2,train,bridgedata_v2:train_00289,22,22,data/processed/bridgedata_v2/train_00289/traj_0009
bridgedata_v2__train_00289__traj_0022,bridgedata_v2/train_00289/traj_0022,bridgedata_v2,train,bridgedata_v2:train_00289,21,21,data/processed/bridgedata_v2/train_00289/traj_0022
bridgedata_v2__train_00290__traj_0009,bridgedata_v2/train_00290/traj_0009,bridgedata_v2,train,bridgedata_v2:train_00290,33,33,data/processed/bridgedata_v2/train_00290/traj_0009
bridgedata_v2__train_00291__traj_0007,bridgedata_v2/train_00291/traj_0007,bridgedata_v2,train,bridgedata_v2:train_00291,30,30,data/processed/bridgedata_v2/train_00291/traj_0007
bridgedata_v2__train_00296__traj_0011,bridgedata_v2/train_00296/traj_0011,bridgedata_v2,train,bridgedata_v2:train_00296,24,24,data/processed/bridgedata_v2/train_00296/traj_0011
bridgedata_v2__train_00297__traj_0013,bridgedata_v2/train_00297/traj_0013,bridgedata_v2,train,bridgedata_v2:train_00297,33,33,data/processed/bridgedata_v2/train_00297/traj_0013
bridgedata_v2__train_00298__traj_0002,bridgedata_v2/train_00298/traj_0002,bridgedata_v2,train,bridgedata_v2:train_00298,36,36,data/processed/bridgedata_v2/train_00298/traj_0002
bridgedata_v2__train_00298__traj_0013,bridgedata_v2/train_00298/traj_0013,bridgedata_v2,train,bridgedata_v2:train_00298,34,34,data/processed/bridgedata_v2/train_00298/traj_0013
bridgedata_v2__train_00301__traj_0007,bridgedata_v2/train_00301/traj_0007,bridgedata_v2,train,bridgedata_v2:train_00301,21,21,data/processed/bridgedata_v2/train_00301/traj_0007
bridgedata_v2__train_00302__traj_0010,bridgedata_v2/train_00302/traj_0010,bridgedata_v2,train,bridgedata_v2:train_00302,49,49,data/processed/bridgedata_v2/train_00302/traj_0010
bridgedata_v2__train_00303__traj_0019,bridgedata_v2/train_00303/traj_0019,bridgedata_v2,train,bridgedata_v2:train_00303,27,27,data/processed/bridgedata_v2/train_00303/traj_0019
bridgedata_v2__train_00305__traj_0005,bridgedata_v2/train_00305/traj_0005,bridgedata_v2,train,bridgedata_v2:train_00305,28,28,data/processed/bridgedata_v2/train_00305/traj_0005
bridgedata_v2__train_00310__traj_0023,bridgedata_v2/train_00310/traj_0023,bridgedata_v2,train,bridgedata_v2:train_00310,36,36,data/processed/bridgedata_v2/train_00310/traj_0023
bridgedata_v2__train_00310__traj_0025,bridgedata_v2/train_00310/traj_0025,bridgedata_v2,train,bridgedata_v2:train_00310,32,32,data/processed/bridgedata_v2/train_00310/traj_0025
bridgedata_v2__train_00313__traj_0013,bridgedata_v2/train_00313/traj_0013,bridgedata_v2,train,bridgedata_v2:train_00313,24,24,data/processed/bridgedata_v2/train_00313/traj_0013
bridgedata_v2__train_00313__traj_0015,bridgedata_v2/train_00313/traj_0015,bridgedata_v2,train,bridgedata_v2:train_00313,39,39,data/processed/bridgedata_v2/train_00313/traj_0015
bridgedata_v2__train_00317__traj_0001,bridgedata_v2/train_00317/traj_0001,bridgedata_v2,train,bridgedata_v2:train_00317,49,49,data/processed/bridgedata_v2/train_00317/traj_0001
bridgedata_v2__train_00317__traj_0008,bridgedata_v2/train_00317/traj_0008,bridgedata_v2,train,bridgedata_v2:train_00317,48,48,data/processed/bridgedata_v2/train_00317/traj_0008
bridgedata_v2__train_00320__traj_0010,bridgedata_v2/train_00320/traj_0010,bridgedata_v2,train,bridgedata_v2:train_00320,39,39,data/processed/bridgedata_v2/train_00320/traj_0010
